id	type	description_short
9251	Weapon 	Chevalier Rapier - Haste
9252	Weapon 	Chevalier Rapier
9253	Weapon 	Chevalier Rapier - Focus
9254	Weapon 	Chevalier Rapier - Critical Drain
9255	Weapon 	Chevalier Rapier - Critical Poison
9256	Weapon 	Ballista
9257	Weapon 	Ballista - Guidance
9258	Weapon 	Ballista - Miser
9259	Weapon 	Ballista - Quick Recovery
9260	Weapon 	Ballista
9261	Weapon 	Ballista - Evasion
9262	Weapon 	Ballista - Miser
9263	Weapon 	Ballista - Cheap Shot
9264	Weapon 	Blinzlasher
9265	Weapon 	Blinzlasher - Guidance
9266	Weapon 	Blinzlasher - Focus
9267	Weapon 	Blinzlasher - Critical Damage
9268	Weapon 	Blinzlasher
9269	Weapon 	Blinzlasher - Focus
9270	Weapon 	Blinzlasher - Health
9271	Weapon 	Blinzlasher - Rsk. Haste
9272	Weapon 	Blinzlasher
9273	Weapon 	Blinzlasher - Focus
9274	Weapon 	Blinzlasher - Critical Damage
9275	Weapon 	Blinzlasher - Haste
9276	Weapon 	Blinzlasher
9277	Weapon 	Blinzlasher - Health
9278	Weapon 	Blinzlasher - Focus
9279	Weapon 	Blinzlasher - Light
9280	Weapon 	Blinzlasher
9281	Weapon 	Blinzlasher - Guidance
9282	Weapon 	Blinzlasher - Critical Drain
9283	Weapon 	Blinzlasher - Health
9284	Weapon 	Immortal Edge
9285	Weapon 	Immortal Edge - Focus
9286	Weapon 	Immortal Edge - Health
9287	Weapon 	Immortal Edge - Critical Drain
9288	Weapon 	Tathlum
9289	Weapon 	Tathlum - Guidance
9290	Weapon 	Tathlum - Evasion
9291	Weapon 	Tathlum - Miser
9292	Weapon 	Admiral's Estoc
9293	Weapon 	Admiral's Estoc - Focus
9294	Weapon 	Admiral's Estoc - Critical Damage
9295	Weapon 	Admiral's Estoc - Haste
9296	Weapon 	Saber Tooth
9297	Weapon 	Saber Tooth - Focus
9298	Weapon 	Saber Tooth - Critical Damage
9299	Weapon 	Saber Tooth - Haste
9300	Weapon 	Sharpshooter
9301	Weapon 	Sharpshooter - Guidance
9302	Weapon 	Sharpshooter - Miser
9303	Weapon 	Sharpshooter - Cheap Shot
9304	Weapon 	Military Fleuret
9305	Weapon 	Military Fleuret - Guidance
9306	Weapon 	Military Fleuret - Focus
9307	Weapon 	Military Fleuret - Back Blow
9308	Weapon 	Innominate Victory
9309	Weapon 	Innominate Victory - Health
9310	Weapon 	Innominate Victory - Critical Damage
9311	Weapon 	Innominate Victory - Focus
9312	Weapon 	Peacemaker
9313	Weapon 	Peacemaker - Evasion
9314	Weapon 	Peacemaker - Critical Bleed
9315	Weapon 	Peacemaker - Miser
9316	Weapon 	Colichemarde
9317	Weapon 	Colichemarde - Focus
9318	Weapon 	Colichemarde - Critical Damage
9319	Weapon 	Colichemarde - Haste
9320	Weapon 	Dismantler
9321	Weapon 	Dismantler - Critical Drain
9322	Weapon 	Dismantler - Health
9323	Weapon 	Dismantler - Critical Bleed
9324	Weapon 	Hell Hound
9325	Weapon 	Hell Hound - Guidance
9326	Weapon 	Hell Hound - Quick Recovery
9327	Weapon 	Hell Hound - Cheap Shot
9328	Weapon 	White Lightning
9329	Weapon 	White Lightning - Critical Poison
9330	Weapon 	White Lightning - Haste
9331	Weapon 	White Lightning - Anger
9332	Weapon 	Divine Pain
9333	Weapon 	Divine Pain - Haste
9334	Weapon 	Divine Pain - Critical Damage
9335	Weapon 	Divine Pain - Focus
9336	Weapon 	Doomchanter
9337	Weapon 	Doomchanter - Light
9338	Weapon 	Doomchanter - Critical Bleed
9339	Weapon 	Doomchanter - Mana Up
9340	Weapon 	Lacerator
9341	Weapon 	Lacerator - Critical Damage
9342	Weapon 	Lacerator - Health
9343	Weapon 	Lacerator - Rsk. Focus
9344	Weapon 	Undertaker
9345	Weapon 	Undertaker - Health
9346	Weapon 	Undertaker - Critical Bleed
9347	Weapon 	Undertaker - Critical Drain
9348	Weapon 	Reaper
9349	Weapon 	Reaper - Cheap Shot
9350	Weapon 	Reaper - Quick Recovery
9351	Weapon 	Reaper - Critical Poison
9352	Weapon 	Eclair Bijou
9353	Weapon 	Eclair Bijou - Haste
9354	Weapon 	Eclair Bijou - Health
9355	Weapon 	Eclair Bijou - Critical Poison
9356	Weapon 	Durendal
9357	Weapon 	Durendal - Focus
9358	Weapon 	Durendal - Haste
9359	Weapon 	Durendal - Health
9360	Weapon 	Screaming Vengeance
9361	Weapon 	Screaming Vengeance - Cheap Shot
9362	Weapon 	Screaming Vengeance - Focus
9363	Weapon 	Screaming Vengeance - Quick Recovery
9364	Weapon 	Laevateinn
9365	Weapon 	Laevateinn - Haste
9366	Weapon 	Laevateinn - Health
9367	Weapon 	Laevateinn - Focus
9368	Weapon 	Gram
9369	Weapon 	Gram - Haste
9370	Weapon 	Gram - Health
9371	Weapon 	Gram - Focus
9372	Weapon 	Sarunga
9373	Weapon 	Sarunga - Cheap Shot
9374	Weapon 	Sarunga - Focus
9375	Weapon 	Sarunga - Critical Slow
9376	Weapon 	Dynasty Rapier
9377	Weapon 	Dynasty Rapier - Focus
9378	Weapon 	Dynasty Rapier - Health
9379	Weapon 	Dynasty Rapier - Light
9380	Weapon 	Dynasty Ancient Sword
9381	Weapon 	Dynasty Ancient Sword - Focus
9382	Weapon 	Dynasty Ancient Sword - Health
9383	Weapon 	Dynasty Ancient Sword - Light
9384	Weapon 	Dynasty Crossbow
9385	Weapon 	Dynasty Crossbow - Cheap Shot
9386	Weapon 	Dynasty Crossbow - Guidance
9387	Weapon 	Dynasty Crossbow - Focus
9388	Weapon 	Infinity Rapier
9389	Weapon 	Infinity Sword
9390	Weapon 	Infinity Shooter
9391	Armor 	Human Circlet
9392	Armor 	Elven Circlet
9393	Armor 	Dark Elven Circlet
9394	Armor 	Orcish Circlet
9395	Armor 	Dwarven Circlet
9396	Armor 	Kamaelic Circlet
9397	Armor 	Shield Master Circlet
9398	Armor 	Bard Circlet
9399	Armor 	Force Master Circlet
9400	Armor 	Weapon Master Circlet
9401	Armor 	Dagger Master Circlet
9402	Armor 	Bow Master Circlet
9403	Armor 	Wizard Circlet
9404	Armor 	Summoner Circlet
9405	Armor 	Healer Circlet
9406	Armor 	Enchanter Circlet
9407	Armor 	Weapon Master Circlet (Kamael only)
9408	Armor 	Bow Master Circlet (Kamael only)
9409	Armor 	Black Phantom Mask (Event)
9410	Armor 	Human Veteran's Circlet
9411	Armor 	Elven Veteran's Circlet
9412	Armor 	Dark Elven Veteran's Circlet
9413	Armor 	Orcish Veteran's Circlet
9414	Armor 	Dwarf Veteran's Circlet
9415	Armor 	Kamaelic Veteran's Circlet
9416	Armor 	Dynasty Breast Plate
9417	Armor 	Dynasty Breast Plate - Shield Master
9418	Armor 	Dynasty Breast Plate - Weapon Master
9419	Armor 	Dynasty Breast Plate - Force Master
9420	Armor 	Dynasty Breast Plate - Bard
9421	Armor 	Dynasty Gaiters
9422	Armor 	Dynasty Helmet
9423	Armor 	Dynasty Gauntlet - Heavy Armor
9424	Armor 	Dynasty Boots - Heavy Armor
9425	Armor 	Dynasty Leather Armor
9426	Armor 	Dynasty Leather Armor - Dagger Master
9427	Armor 	Dynasty Leather Armor - Bow Master
9428	Armor 	Dynasty Leather Leggings
9429	Armor 	Dynasty Leather Helmet
9430	Armor 	Dynasty Leather Gloves - Light Armor
9431	Armor 	Dynasty Leather Boots - Light Armor
9432	Armor 	Dynasty Tunic
9433	Armor 	Dynasty Tunic - Healer
9434	Armor 	Dynasty Tunic - Enchanter
9435	Armor 	Dynasty Tunic - Summoner
9436	Armor 	Dynasty Tunic - Wizard
9437	Armor 	Dynasty Stockings
9438	Armor 	Dynasty Circlet
9439	Armor 	Dynasty Gloves - Robe
9440	Armor 	Dynasty Shoes - Robe
9441	Armor 	Dynasty Shield
9442	Weapon 	Dynasty Sword
9443	Weapon 	Dynasty Blade
9444	Weapon 	Dynasty Phantom
9445	Weapon 	Dynasty Bow
9446	Weapon 	Dynasty Knife
9447	Weapon 	Dynasty Halberd
9448	Weapon 	Dynasty Cudgel
9449	Weapon 	Dynasty Mace
9450	Weapon 	Dynasty Bagh-Nakh
9451	EtcItem 	Dynastic Essence
9452	Armor 	Sealed Dynasty Earring
9453	Armor 	Sealed Dynasty Necklace
9454	Armor 	Sealed Dynasty Ring
9455	Armor 	Dynasty Earrings
9456	Armor 	Dynasty Necklace
9457	Armor 	Dynasty Ring
9458	Armor 	Dynasty Earrings - Stun Resistance
9459	Armor 	Dynasty Necklace - Stun Resistance
9460	Armor 	Dynasty Ring - Stun Resistance
9461	Armor 	Dynasty Earrings - Poison Resistance
9462	Armor 	Dynasty Necklace - Poison Resistance
9463	Armor 	Dynasty Ring - Poison Resistance
9464	Armor 	Dynasty Earrings - Bleed Resistance
9465	Armor 	Dynasty Necklace - Bleed Resistance
9466	Armor 	Dynasty Ring - Bleed Resistance
9467	Armor 	Dynasty Earrings - Sleep Resistance
9468	Armor 	Dynasty Necklace - Sleep Resistance
9469	Armor 	Dynasty Ring - Sleep Resistance
9470	Armor 	Dynasty Earrings - Paralysis Resistance
9471	Armor 	Dynasty Necklace - Paralysis Resistance
9472	Armor 	Dynasty Ring - Paralysis Resistance
9473	Armor 	Dynasty Earrings - Hold Resistance
9474	Armor 	Dynasty Necklace - Hold Resistance
9475	Armor 	Dynasty Ring - Hold Resistance
9476	Armor 	Dynasty Earrings - Fear Resistance
9477	Armor 	Dynasty Necklace - Fear Resistance
9478	Armor 	Dynasty Ring - Fear Resistance
9479	Armor 	Dynasty Earrings (Not In Use) - Resistance to Dark
9480	Armor 	Dynasty Necklace (Not In Use) - Resistance to Dark
9481	Armor 	Dynasty Ring (Not In Use) - Resistance to Dark
9482	EtcItem 	Recipe: Sealed Dynasty Breast Plate (60%)
9483	EtcItem 	Recipe: Sealed Dynasty Gaiters (60%)
9484	EtcItem 	Recipe: Sealed Dynasty Helmet (60%)
9485	EtcItem 	Recipe: Sealed Dynasty Gauntlet (60%)
9486	EtcItem 	Recipe: Sealed Dynasty Boots (60%)
9487	EtcItem 	Recipe: Sealed Dynasty Leather Armor (60%)
9488	EtcItem 	Recipe: Sealed Dynasty Leather Leggings (60%)
9489	EtcItem 	Recipe: Sealed Dynasty Leather Helmet (60%)
9490	EtcItem 	Recipe: Sealed Dynasty Leather Gloves (60%)
9491	EtcItem 	Recipe: Sealed Dynasty Leather Boots (60%)
9492	EtcItem 	Recipe: Sealed Dynasty Tunic (60%)
9493	EtcItem 	Recipe: Sealed Dynasty Stockings (60%)
9494	EtcItem 	Recipe: Sealed Dynasty Circlet (60%)
9495	EtcItem 	Recipe: Sealed Dynasty Gloves (60%)
9496	EtcItem 	Recipe: Sealed Dynasty Shoes (60%)
9497	EtcItem 	Recipe: Sealed Dynasty Shield (60%)
9498	EtcItem 	Recipe: Sealed Dynasty Breast Plate (100%)
9499	EtcItem 	Recipe: Sealed Dynasty Gaiters (100%)
9500	EtcItem 	Recipe: Sealed Dynasty Helmet (100%)
9501	EtcItem 	Recipe: Sealed Dynasty Gauntlet (100%)
9502	EtcItem 	Recipe: Sealed Dynasty Boots (100%)
9503	EtcItem 	Recipe: Sealed Dynasty Leather Armor (100%)
9504	EtcItem 	Recipe: Sealed Dynasty Leather Leggings (100%)
9505	EtcItem 	Recipe: Sealed Dynasty Leather Helmet (100%)
9506	EtcItem 	Recipe: Sealed Dynasty Leather Gloves (100%)
9507	EtcItem 	Recipe: Sealed Dynasty Leather Boots (100%)
9508	EtcItem 	Recipe: Sealed Dynasty Tunic (100%)
9509	EtcItem 	Recipe: Sealed Dynasty Stockings (100%)
9510	EtcItem 	Recipe: Sealed Dynasty Circlet (100%)
9511	EtcItem 	Recipe: Sealed Dynasty Gloves (100%)
9512	EtcItem 	Recipe: Sealed Dynasty Shoes (100%)
9513	EtcItem 	Recipe: Sealed Dynasty Shield (100%)
9514	Armor 	Sealed Dynasty Breast Plate
9515	Armor 	Sealed Dynasty Gaiter
9516	Armor 	Sealed Dynasty Helmet
9517	Armor 	Sealed Dynasty Gauntlets
9518	Armor 	Sealed Dynasty Boots
9519	Armor 	Sealed Dynasty Leather Armor
9520	Armor 	Sealed Dynasty Leather Leggings
9521	Armor 	Sealed Dynasty Leather Helmet
9522	Armor 	Sealed Dynasty Leather Gloves
9523	Armor 	Sealed Dynasty Leather Boots
9524	Armor 	Sealed Dynasty Tunic
9525	Armor 	Sealed Dynasty Stockings
9526	Armor 	Sealed Dynasty Circlet
9527	Armor 	Sealed Dynasty Gloves
9528	Armor 	Sealed Dynasty Shoes
9529	Armor 	Sealed Dynasty Shield
9530	EtcItem 	Sealed Dynasty Breast Plate Piece
9531	EtcItem 	Sealed Dynasty Gaiters Piece
9532	EtcItem 	Sealed Dynasty Helmet Piece
9533	EtcItem 	Sealed Dynasty Gauntlet Piece
9534	EtcItem 	Sealed Dynasty Boot Piece
9535	EtcItem 	Sealed Dynasty Leather Armor Piece
9536	EtcItem 	Sealed Dynasty Leather Leggings Piece
9537	EtcItem 	Sealed Dynasty Leather Helmet Piece
9538	EtcItem 	Sealed Dynasty Leather Glove Piece
9539	EtcItem 	Sealed Dynasty Leather Boots Piece
9540	EtcItem 	Sealed Dynasty Tunic Piece
9541	EtcItem 	Sealed Dynasty Stocking Piece
9542	EtcItem 	Sealed Dynasty Circlet Piece
9543	EtcItem 	Sealed Dynasty Glove Piece
9544	EtcItem 	Sealed Dynasty Shoes Piece
9545	EtcItem 	Sealed Dynasty Shield Piece
9546	EtcItem 	Fire Stone
9547	EtcItem 	Water Stone
9548	EtcItem 	Earth Stone
9549	EtcItem 	Wind Stone
9550	EtcItem 	Dark Stone
9551	EtcItem 	Holy Stone
9552	EtcItem 	Fire Crystal
9553	EtcItem 	Water Crystal
9554	EtcItem 	Earth Crystal
9555	EtcItem 	Wind Crystal
9556	EtcItem 	Dark Crystal
9557	EtcItem 	Holy Crystal
9558	EtcItem 	Fire Jewel
9559	EtcItem 	Water Jewel
9560	EtcItem 	Earth Jewel
9561	EtcItem 	Wind Jewel
9562	EtcItem 	Dark Jewel
9563	EtcItem 	Holy Jewel
9564	EtcItem 	Fire Energy
9565	EtcItem 	Water Energy
9566	EtcItem 	Earth Energy
9567	EtcItem 	Wind Energy
9568	EtcItem 	Dark Energy
9569	EtcItem 	Holy Energy
9570	EtcItem 	Red Soul Crystal - Stage 14
9571	EtcItem 	Blue Soul Crystal - Stage 14
9572	EtcItem 	Green Soul Crystal - Stage 14
9573	EtcItem 	Life Stone - Level 80
9574	EtcItem 	Mid-Grade Life Stone - Level 80
9575	EtcItem 	High-Grade Life Stone - Level 80
9576	EtcItem 	Top-Grade Life Stone - Level 80
9577	Armor 	Cotton Shirt
9578	Armor 	Linen Shirt
9579	Armor 	Silk Shirt
9580	Armor 	Thin Leather Shirt
9581	Armor 	Scale Shirt
9582	Armor 	Mithril Shirt
9583	Armor 	Striped Cotton Shirt
9584	Armor 	Stripe Linen Shirt
9585	Armor 	Striped Silk Shirt
9586	Armor 	Thin Striped Leather Shirt
9587	Armor 	Striped Scale Shirt
9588	Armor 	Striped Mithril Shirt
9589	Armor 	Iron Bracelet
9590	Armor 	Bronze Bracelet
9591	Armor 	Steel Bracelet
9592	Armor 	Mithril Bracelet
9593	EtcItem 	Yellow Seed of Evil - Shard
9594	EtcItem 	Green Seed of Evil - Shard
9595	EtcItem 	Blue Seed of Evil - Shard
9596	EtcItem 	Red Seed of Evil - Shard
9597	EtcItem 	White Seed of Evil - Shard
9598	EtcItem 	Black Seed of Evil - Shard
9599	EtcItem 	Ancient Tome of the Demon
9600	EtcItem 	Hidden First Page
9601	EtcItem 	Hidden Second Page
9602	EtcItem 	Demon Contract Fragment
9603	EtcItem 	Hellbound Item 5
9604	EtcItem 	Hellbound Item 6
9605	Armor 	Agathion Seal Bracelet - Rainbow Clan Hall
9606	Armor 	Agathion Seal Bracelet - Wild Beast Reserve
9607	Armor 	Agathion Seal Bracelet - Gludio
9608	Armor 	Agathion Seal Bracelet - Dion
9609	Armor 	Agathion Seal Bracelet - Giran
9610	Armor 	Agathion Seal Bracelet - Oren
9611	Armor 	Agathion Seal Bracelet - Aden
9612	Armor 	Agathion Seal Bracelet - Innadril
9613	Armor 	Agathion Seal Bracelet - Goddard
9614	Armor 	Agathion Seal Bracelet - Rune
9615	Armor 	Agathion Seal Bracelet - Schuttgart
9616	EtcItem 	Dynasty Sword Piece
9617	EtcItem 	Dynasty Blade Piece
9618	EtcItem 	Dynasty Phantom Piece
9619	EtcItem 	Dynasty Bow Piece
9620	EtcItem 	Dynasty Knife Piece
9621	EtcItem 	Dynasty Halberd Piece
9622	EtcItem 	Dynasty Cudgel Piece
9623	EtcItem 	Dynasty Mace Piece
9624	EtcItem 	Dynasty Bagh-Nakh Piece
9625	EtcItem 	Giant's Codex - Oblivion
9626	EtcItem 	Giant's Codex - Discipline
9627	EtcItem 	Giant's Codex - Mastery
9628	EtcItem 	Leonard
9629	EtcItem 	Adamantine
9630	EtcItem 	Orichalcum
9631	EtcItem 	Tough Leather
9632	EtcItem 	Wooden Bolt
9633	EtcItem 	Bone Bolt
9634	EtcItem 	Steel Bolt
9635	EtcItem 	Silver Bolt
9636	EtcItem 	Mithril Bolt
9637	EtcItem 	Shining Bolt
9638	Weapon 	Tears r1
9639	Weapon 	Tears r2
9640	Weapon 	Tears r3
9641	Weapon 	Tears l1
9642	Weapon 	Tears l2
9643	Weapon 	Tears l3
9644	Weapon 	For NPC (Crossbow)
9645	Weapon 	For NPC (Sword)
9646	Weapon 	For NPC (Rapier)
9647	EtcItem 	Scroll of Escape: Kamael Village
9648	EtcItem 	Transformation Sealbook: Onyx Beast
9649	EtcItem 	Transformation Sealbook: Death Blader
9650	EtcItem 	Transformation Sealbook: Grail Apostle
9651	EtcItem 	Transformation Sealbook: Unicorn
9652	EtcItem 	Transformation Sealbook: Lilim Knight
9653	EtcItem 	Transformation Sealbook: Golem Guardian
9654	EtcItem 	Transformation Sealbook: Inferno Drake
9655	EtcItem 	Transformation Sealbook: Dragon Bomber
9656	Weapon 	Enchanted Wolf Fang
9657	Weapon 	Enchanted Coyote Fang
9658	Weapon 	Enchanted Saltydog Fang
9659	Weapon 	Enchanted Cerberus Fang
9660	Weapon 	Orichalcum Fang
9661	Weapon 	Enchanted Fenrir Fang
9662	Armor 	Great Wolf Scale Armor
9663	Armor 	Great Wolf Bronze Armor
9664	Armor 	Great Wolf Plate Armor
9665	Armor 	Great Wolf Mithril Armor
9666	Armor 	Great Wolf Oriharukon Armor
9667	Armor 	Great Wolf Orichalcum Armor
9668	EtcItem 	Great Wolf Food
9669	Armor 	Native Helmet
9670	Armor 	Native Tunic
9671	Armor 	Native Pants
9672	EtcItem 	Magic Bottle
9673	EtcItem 	Holy Water
9674	EtcItem 	Darion's Badge
9675	EtcItem 	Prayer Fragment
9676	EtcItem 	Mark of Betrayal
9677	Armor 	Ring of Wind Mastery
9678	EtcItem 	Magic Gem
9679	EtcItem 	Steel Citadel Blueprints
9680	EtcItem 	Dim Life Force
9681	EtcItem 	Life Force
9682	EtcItem 	Contained Life Force
9683	EtcItem 	Sand Worm Tooth
9684	EtcItem 	Native Treasure
9685	EtcItem 	Gate Key: Darkness
9686	EtcItem 	Gate Key: Destruction
9687	EtcItem 	Gate Key: Blood
9688	EtcItem 	Ballista Bomb
9689	EtcItem 	Spirit of the Lake
9690	EtcItem 	Contaminated Crystal
9691	EtcItem 	Water Dragon Scale
9692	EtcItem 	Red Coral
9693	EtcItem 	Crystal Fragment
9694	EtcItem 	Secret Key
9695	EtcItem 	Blue Crystal
9696	EtcItem 	Red Crystal
9697	EtcItem 	Clear Crystal
9698	EtcItem 	Blue Coral Key
9699	EtcItem 	Red Coral Key
9700	EtcItem 	Water Dragon Claw
9701	EtcItem 	Sealed Magic Field Key
9702	EtcItem 	Caravaner's Remedy
9703	EtcItem 	Gate Key: Kamael
9704	EtcItem 	Gate Key: Archives
9705	EtcItem 	Gate Key: Observation
9706	EtcItem 	Gate Key: Spicula
9707	EtcItem 	Gate Key: Harkilgamed
9708	EtcItem 	Gate Key: Rodenpicula
9709	EtcItem 	Gate Key: Arviterre
9710	EtcItem 	Gate Key: Katenar
9711	EtcItem 	Gate Key: Prediction
9712	EtcItem 	Gate Key: Massive Cavern
9713	EtcItem 	Nornil's Power
9714	EtcItem 	Key of the Evil Eye
9715	EtcItem 	Giant Key
9716	EtcItem 	Scroll of Escape: Kamael Village
9717	EtcItem 	Information on Eranus
9718	EtcItem 	Report on the Crimson Duchess
9719	EtcItem 	List of Attackers
9720	Weapon 	Warrior's Sword
9721	EtcItem 	Freezer
9722	EtcItem 	Resonance Amulet - 1
9723	EtcItem 	Resonance Amulet - 1
9724	EtcItem 	Resonance Amulet - 1
9725	EtcItem 	Resonance Amulet - 2
9726	EtcItem 	Resonance Amulet - 2
9727	EtcItem 	Resonance Amulet - 2
9728	EtcItem 	Resonance Amulet - 3
9729	EtcItem 	Resonance Amulet - 3
9730	EtcItem 	Resonance Amulet - 3
9731	EtcItem 	Resonance Amulet - 4
9732	EtcItem 	Resonance Amulet - 4
9733	EtcItem 	Resonance Amulet - 4
9734	EtcItem 	Resonance Amulet - 5
9735	EtcItem 	Resonance Amulet - 5
9736	EtcItem 	Resonance Amulet - 5
9737	EtcItem 	Resonance Amulet - 6
9738	EtcItem 	Resonance Amulet - 6
9739	EtcItem 	Resonance Amulet - 6
9740	EtcItem 	Halisha's Mark
9741	EtcItem 	Halisha's Mark
9742	EtcItem 	Halisha's Mark
9743	EtcItem 	Shining Medallion
9744	EtcItem 	Blood Jewel
9745	EtcItem 	Black Echo Crystal
9746	EtcItem 	Commander's Feather
9747	EtcItem 	Crimson Spider Claw
9748	EtcItem 	Muertos Feather
9749	EtcItem 	Felim Lizardman Head
9750	EtcItem 	Venomous Spider's Leg
9751	EtcItem 	Tumran Bugbear Heart
9752	EtcItem 	Shubain's Recommendation
9753	EtcItem 	Gwain's Recommendation
9754	EtcItem 	Breka Orc Head
9755	EtcItem 	Message Plate
9756	EtcItem 	Report - East
9757	EtcItem 	Report - North
9758	EtcItem 	Harkilgamed's Letter
9759	EtcItem 	Tenain's Recommendation
9760	EtcItem 	Orkurus' Recommendation
9761	EtcItem 	Frozen Cell Samples
9762	EtcItem 	Orders
9763	EtcItem 	Organization Chart
9764	EtcItem 	Gobie's Orders
9765	EtcItem 	Letter to the Humans
9766	EtcItem 	Humans' Reply
9767	EtcItem 	Letter to the Dark Elves
9768	EtcItem 	Dark Elves' Reply
9769	EtcItem 	Report to Sione
9770	EtcItem 	Empty Soul Crystal
9771	EtcItem 	Tak's Captured Soul
9772	EtcItem 	Steelrazor Evaluation
9773	EtcItem 	Enmity Crystal
9774	EtcItem 	Enmity Crystal Core
9775	EtcItem 	Manuscript Page
9776	EtcItem 	Encoded Page on the Ancient Race
9777	EtcItem 	Kamael Inquisitor Trainee Mark
9778	EtcItem 	Fragment of Attack Orders
9779	EtcItem 	Grandis' Attack Orders
9780	EtcItem 	Manashen's Talisman
9781	EtcItem 	Research on the Giants and the Ancient Race
9782	EtcItem 	Kamael Inquisitor Mark
9783	EtcItem 	Echo Crystal of Free Thought
9784	EtcItem 	Parme's Letter
9785	EtcItem 	Refined Crystal Sample
9786	EtcItem 	Stabilized Ectoplasm
9787	EtcItem 	Ectoplasm
9788	EtcItem 	Hardin's Instructions
9789	EtcItem 	Glass Jaguar Crystal
9790	EtcItem 	Blank Sealbook
9791	EtcItem 	Transformation Sealbook: Onyx Beast
9792	EtcItem 	Warehouse Manifest
9793	EtcItem 	Grocery Store Manifest
9794	EtcItem 	Weapon Shop Manifest
9795	EtcItem 	Supply Report
9796	EtcItem 	Hills of Gold Monster Claw
9797	EtcItem 	Dungeon Leader Mark
9798	EtcItem 	Fragment of the Dungeon Leader Mark
9799	EtcItem 	Wolf Tail
9800	EtcItem 	Ranku's Blueprint
9801	EtcItem 	Demon Prince's Blueprint
9802	EtcItem 	Safe Key
9803	EtcItem 	Sealed Document
9804	EtcItem 	Wyrm Heart
9805	EtcItem 	Kekropus' Recommendation
9806	EtcItem 	Soul Breaker Certificate
9807	EtcItem 	Wolf Tail
9808	EtcItem 	Muertos Claw
9809	EtcItem 	Grey Keltir Tooth
9810	EtcItem 	Black Wolf Tooth
9811	EtcItem 	Fortress Certificate
9812	EtcItem 	Castle Certificate
9813	Weapon 	Orc Officer
9814	EtcItem 	Memento Mori
9815	EtcItem 	Dragon Heart
9816	EtcItem 	Earth Egg
9817	EtcItem 	Nonliving Nucleus
9818	EtcItem 	Angelic Essence
9819	Weapon 	Combat flag
9820	Armor 	Shadow Item: Clan Oath Helm
9821	Armor 	Shadow Item: Clan Oath Armor
9822	Armor 	Shadow Item: Clan Oath Gauntlets - Heavy Armor
9823	Armor 	Shadow Item: Clan Oath Sabaton - Heavy Armor
9824	Armor 	Shadow Item: Clan Oath Brigandine
9825	Armor 	Shadow Item: Clan Oath Leather Gloves - Light Armor
9826	Armor 	Shadow Item: Clan Oath Boots - Light Armor
9827	Armor 	Shadow Item: Clan Oath Aketon
9828	Armor 	Shadow Item: Clan Oath Padded Gloves - Robe
9829	Armor 	Shadow Item: Clan Oath Sandals - Robe
9830	Armor 	Improved Apella Helm
9831	Armor 	Improved Apella Plate Armor
9832	Armor 	Improved Apella Gauntlet - Heavy Armor
9833	Armor 	Improved Apella Solleret - Heavy Armor
9834	Armor 	Improved Apella Brigandine
9835	Armor 	Improved Apella Leather Gloves - Light Armor
9836	Armor 	Improved Apella Boots - Light Armor
9837	Armor 	Improved Apella Doublet
9838	Armor 	Improved Apella Silk Gloves - Robe
9839	Armor 	Improved Apella Sandals - Robe
9840	Weapon 	Shadow Item: Chevalier Rapier
9841	Weapon 	Shadow Item: Riter Schlager
9842	Weapon 	Shadow Item: Ballista
9843	Weapon 	Shadow Item: Blinzlasher
9844	Weapon 	Shadow Item: Immortal Edge
9845	Weapon 	Shadow Item: Tathlum
9846	Weapon 	Shadow Item: Military Fleuret
9847	Weapon 	Shadow Item: Innominate Victory
9848	Weapon 	Shadow Item: Peacemaker
9849	EtcItem 	Fiery Demon Blood
9850	EtcItem 	Basic Caravan Certificate
9851	EtcItem 	Standard Caravan Certificate
9852	EtcItem 	Premium Caravan Certificate
9853	EtcItem 	Mark of Friendship and Trust
9854	Weapon 	Dynasty Sword - Focus
9855	Weapon 	Dynasty Sword - Health
9856	Weapon 	Dynasty Sword - Light
9857	Weapon 	Dynasty Blade - Focus
9858	Weapon 	Dynasty Blade - Health
9859	Weapon 	Dynasty Blade - Light
9860	Weapon 	Dynasty Phantom - Acumen
9861	Weapon 	Dynasty Phantom - Mana Up
9862	Weapon 	Dynasty Phantom - Conversion
9863	Weapon 	Dynasty Bow - Cheap Shot
9864	Weapon 	Dynasty Bow - Guidance
9865	Weapon 	Dynasty Bow - Focus
9866	Weapon 	Dynasty Knife - Focus
9867	Weapon 	Dynasty Knife - Evasion
9868	Weapon 	Dynasty Knife - Critical Damage
9869	Weapon 	Dynasty Halberd - Anger
9870	Weapon 	Dynasty Halberd - Critical Stun
9871	Weapon 	Dynasty Halberd - Light
9872	Weapon 	Dynasty Cudgel - Anger
9873	Weapon 	Dynasty Cudgel - Health
9874	Weapon 	Dynasty Cudgel - Rsk. Focus
9875	Weapon 	Dynasty Mace - Mana Up
9876	Weapon 	Dynasty Mace - Conversion
9877	Weapon 	Dynasty Mace - Acumen
9878	Weapon 	Dynasty Bagh-Nakh - Rsk. Evasion
9879	Weapon 	Dynasty Bagh-Nakh - Focus
9880	Weapon 	Dynasty Bagh-Nakh - Haste
9881	EtcItem 	Diploma
9882	EtcItem 	Great Wolf Necklace
9883	Armor 	Teddy Bear Hat - Big Head
9884	Armor 	Piggy Hat - Big Head
