ID	Messagetemplate
1455	You cannot fish while under water.
1456	You cannot fish while riding as a passenger of a boat - it's against the rules.
1457	You can't fish here.
1458	Your attempt at fishing has been cancelled.
1459	You do not have enough bait.
1460	You reel your line in and stop fishing.
1461	You cast your line and start to fish.
1462	You may only use the Pumping skill while you are fishing.
1463	You may only use the Reeling skill while you are fishing.
1464	The fish has resisted your attempt to bring it in.
1465	Your pumping is successful, causing $s1 damage.
1466	You failed to do anything with the fish and it regains $s1 HP.
1467	You reel that fish in closer and cause $s1 damage.
1468	You failed to reel that fish in further and it regains $s1 HP.
1469	You caught something!
1470	You cannot do that while fishing.
1471	You cannot do that while fishing.
1472	You look oddly at the fishing pole in disbelief and 
1473	$s1 is not sufficient.
1474	$s1 is not available.
1475	Pet has dropped $s1.
1476	Pet has dropped +$s1 $s2.
1477	Pet has dropped $s2 of $s1.
1478	You may only register a 64 x 64 pixel, 256-color BMP.
1479	That is the wrong grade of soulshot for that fishing pole.
1480	Are you sure you want to remove yourself from the Grand Olympiad Games waiting list?
1481	You have selected a class irrelevant individual match. Do you wish to participate?
1482	You've selected to join a class specific game. Continue?
1483	Are you ready to be a Hero?
1484	Are you sure this is the Hero weapon you wish to use? Kamael race cannot use this.
1485	The ferry from Talking Island to Gludin Harbor has been delayed.
1486	The ferry from Gludin Harbor to Talking Island has been delayed.
1487	The ferry from Giran Harbor to Talking Island has been delayed.
1488	The ferry from Talking Island to Giran Harbor has been delayed.
1489	Innadril cruise service has been delayed.
1490	Traded $s2 of crop $s1.
1491	Failed in trading $s2 of crop $s1.
1492	You will be moved to the Olympiad Stadium in $s1 second(s).
1493	Your opponent made haste with their tail between their legs), the match has been cancelled.
1494	Your opponent does not meet the requirements to do battle), the match has been cancelled.
1495	The match will start in $s1 second(s).
1496	The match has started, fight!
1497	Congratulations, $c1! You win the match!
1498	There is no victor, the match ends in a tie.
1499	You will be moved back to town in $s1 second(s).
1500	$c1% does not meet the participation requirements.
1501	$c1% does not meet the participation requirements.
1502	$c1 is already registered on the match waiting list.
1503	You have been registered in the Grand Olympiad Games waiting list for a class specific match.
1504	You have registered on the waiting list for the non-class-limited individual match event.
1505	You have been removed from the Grand Olympiad Games waiting list.
1506	You are not currently registered on any Grand Olympiad Games waiting list.
1507	You cannot equip that item in a Grand Olympiad Games match.
1508	You cannot use that item in a Grand Olympiad Games match.
1509	You cannot use that skill in a Grand Olympiad Games match.
1510	$c1 is making an attempt at resurrection with $s2 experience points.
1511	While a pet is attempting to resurrect, it cannot help in resurrecting its master.
1512	You cannot resurrect a pet while their owner is being resurrected.
1513	Resurrection has already been proposed.
1514	You cannot the owner of a pet while their pet is being resurrected
1515	A pet cannot be resurrected while it's owner is in the process of resurrecting.
1516	The target is unavailable for seeding.
1517	Failed in Blessed Enchant. The enchant value of the item became 0.
1518	You do not meet the required condition to equip that item.
1519	The pet has been killed. If you do not resurrect it within 24 hours,
1520	Servitor passed away.
1521	Your servitor has vanished! You'll need to summon a new one.
1522	Your pet's corpse has decayed!
1523	You should release your pet or servitor so that it does not fall off of the boat and drown!
1524	$c1's pet gained $s2.
1525	$c1's pet gained $s3 of $s2.
1526	$c1's pet gained +$s2$s3.
1527	Your pet was hungry so it ate $s1.
1528	You've sent a petition to the GM staff.
1529	$c1 is inviting you to the command channel. Do you want accept?
1530	Select a target or enter the name.
1531	Enter the name of the clan that you wish to declare war on.
1532	Enter the name of the clan that you wish to have a cease-fire with.
1533	Announcement: $c1 has picked up $s2.
1534	Announcement: $c1 has picked up +$s2$s3.
1535	Announcement: $c1's pet has picked up $s2.
1536	Announcement: $c1's pet has picked up +$s2$s3.
1537	Current Location: $s1, $s2, $s3 (near Rune Village)
1538	Current Location: $s1, $s2, $s3 (near the Town of Goddard)
1539	Cargo has arrived at Talking Island Village.
1540	Cargo has arrived at the Dark Elf Village.
1541	Cargo has arrived at Elven Village.
1542	Cargo has arrived at Orc Village.
1543	Cargo has arrived at Dwarfen Village.
1544	Cargo has arrived at Aden Castle Town.
1545	Cargo has arrived at Town of Oren.
1546	Cargo has arrived at Hunters Village.
1547	Cargo has arrived at the Town of Dion.
1548	Cargo has arrived at Floran Village.
1549	Cargo has arrived at Gludin Village.
1550	Cargo has arrived at the Town of Gludio.
1551	Cargo has arrived at Giran Castle Town.
1552	Cargo has arrived at Heine.
1553	Cargo has arrived at Rune Village.
1554	Cargo has arrived at the Town of Goddard.
1555	Do you want to cancel character deletion?
1556	Your clan notice has been saved.
1557	Seed price should be more than $s1 and less than $s2.
1558	The quantity of seed should be more than $s1 and less than $s2.
1559	Crop price should be more than $s1 and less than $s2.
1560	The quantity of crop should be more than $s1 and less than $s2
1561	The clan, $s1, has declared a Clan War.
1562	A Clan War has been declared against the clan, $s1. 
1563	The clan, $s1, cannot declare a Clan War because their clan is less than level three,
1564	A Clan War can be declared only if the clan is 
1565	A Clan War cannot be declared against a clan that does not exist!
1566	The clan, $s1, has decided to stop the war.
1567	The war against $s1 Clan has been stopped.
1568	The target for declaration is wrong.
1569	A declaration of Clan War against an allied clan can't be made.
1570	A declaration of war against more than 30 Clans can't be made at the same time
1571	Err:510
1572	Err:510
1573	There are no clans that your clan has declared war against.
1574	All is well. There are no clans that have declared war against your clan.
1575	Command Channels can only be formed by a party leader who is also the leader of a level 5 clan.
1576	Pet uses the power of spirit.
1577	Servitor uses the power of spirit.
1578	Items are not available for a private store or a private manufacture.
1579	$c1's pet gained $s2 adena.
1580	The Command Channel has been formed.
1581	The Command Channel has been disbanded.
1582	You have joined the Command Channel.
1583	You were dismissed from the Command Channel.
1584	$c1's party has been dismissed from the Command Channel.
1585	The Command Channel has been disbanded.
1586	You have quit the Command Channel.
1587	$c1's party has left the Command Channel.
1588	The Command Channel is activated only when there are at least 5 parties participating.
1589	Command Channel authority has been transferred to $c1.
1590	Err:510
1591	No user has been invited to the Command Channel.
1592	You can no longer set up a Command Channel.
1593	You do not have authority to invite someone to the Command Channel.
1594	$c1's party is already a member of the Command Channel.
1595	$s1 has succeeded.
1596	You were hit by $s1!
1597	$s1 has failed.
1598	Soulshots and spiritshots are not available for a dead pet or servitor. Sad, isn't it?
1599	You cannot observe while you are in combat!
1600	Tomorrow's items will ALL be set to 0. Do you wish to continue?
1601	Tomorrow's items will all be set to the same value as today's items. Do you wish to continue?
1602	Only a party leader can access the Command Channel.
1603	Only channel operator can give All Command.
1604	While dressed in formal wear, you can't use items that require all skills and casting operations.
1605	* Here, you can buy only seeds of $s1 Manor.
1606	Congratulations - You've completed the third-class transfer quest!
1607	$s1 adena has been withdrawn to pay for purchasing fees.
1608	Due to insufficient adena you cannot buy another castle.
1609	War has already been declared against that clan... but I'll make note that you really don't like them.
1610	Fool! You cannot declare war against your own clan!
1611	Leader: $c1
1612	Err:510
1613	There is no clan listed on War List.
1614	You have joined a channel that was already open.
1615	The number of remaining parties is  $s1 until a channel is activated
1616	The Command Channel has been activated.
1617	You do not have the authority to use the Command Channel.
1618	The ferry from Rune Harbor to Gludin Harbor has been delayed.
1619	The ferry from Gludin Harbor to Rune Harbor has been delayed.
1620	Arrived at Rune Harbor.
1621	Departure for Gludin Harbor will take place in five minutes!
1622	Departure for Gludin Harbor will take place in one minute!
1623	Make haste! We will be departing for Gludin Harbor shortly...
1624	We are now departing for Gludin Harbor
1625	Departure for Rune Harbor will take place after anchoring for ten minutes.
1626	Departure for Rune Harbor will take place in five minutes!
1627	Departure for Rune Harbor will take place in one minute!
1628	Make haste! We will be departing for Gludin Harbor shortly...
1629	We are now departing for Rune Harbor
1630	The ferry from Rune Harbor will be arriving at Gludin Harbor in approximately 15 minutes.
1631	The ferry from Rune Harbor will be arriving at Gludin Harbor in approximately 10 minutes.
1632	The ferry from Rune Harbor will be arriving at Gludin Harbor in approximately 10 minutes.
1633	The ferry from Rune Harbor will be arriving at Gludin Harbor in approximately 1 minute.
1634	The ferry from Gludin Harbor will be arriving at Rune Harbor in approximately 15 minutes.
1635	The ferry from Gludin Harbor will be arriving at Rune harbor in approximately 10 minutes.
1636	The ferry from Gludin Harbor will be arriving at Rune Harbor in approximately 10 minutes.
1637	The ferry from Gludin Harbor will be arriving at Rune Harbor in approximately 1 minute.
1638	You cannot fish while using a recipe book, private manufacture or private store.
1639	Period $s1 of the Grand Olympiad Games has started!
1640	Period $s1 of the Grand Olympiad Games has now ended.
1641	Sharpen your swords, tighten the stitchings in your armor, 
1642	Much carnage has been left for the cleanup crew of the Olympiad Stadium. 
1643	Current Location: $s1, $s2, $s3 (Dimensional Gap)
1649	Play time is now accumulating.
1650	Due to high server traffic, your login attempt has failed. Please try again soon.
1651	The Grand Olympiad Games are not currently in progress.
1652	You are now recording gameplay.
1653	Your recording has been successfully stored. ($s1)
1654	Your attempt to record the replay file has failed.
1655	You caught something smelly and scary, maybe you should throw it back!?
1656	You have successfully traded the item with the NPC.
1657	$c1 has earned $s2 points in the Grand Olympiad Games.
1658	$c1 has lost $s2 points in the Grand Olympiad Games.
1659	Current Location: $s1, $s2, $s3 (Cemetery of the Empire)
1660	Channel Creator: $c1.
1661	$c1 has obtained $s3 $s2s.
1662	The fish are no longer biting here because you've caught 
1663	The clan crest was successfully registered. Remember, only a clan 
1664	The fish is resisting your efforts to haul it in! Look at that bobber go!
1665	You've worn that fish out! It can't even pull the bobber under the water!
1666	You have obtained +$s1 $s2.
1667	Lethal Strike!
1668	Your lethal strike was successful!
1669	There was nothing found inside of that.
1670	Due to your Reeling and/or Pumping skill being three 
1671	Your reeling was successful! (Mastery Penalty:$s1 )
1672	Your pumping was successful! (Mastery Penalty:$s1 )
1673	Your current record for this Grand Olympiad is $s1 match(es), $s2 win(s) and $s3 defeat(s). You have earned $s4 Olympiad Point(s).
1674	This command can only be used by a Noblesse.
1675	A manor cannot be set up between 6 a.m. and 8 p.m.
1676	You do not have a servitor or pet and therefore cannot use the automatic-use function.
1677	A cease-fire during a Clan War can not be called while members of your clan are engaged in battle.
1678	You have not declared a Clan War against the clan $s1.
1679	Only the creator of a channel can issue a global command.
1680	$c1 has declined the channel invitation.
1681	Since $c1 did not respond, your channel invitation has failed.
1682	Only the creator of a channel can use the channel dismiss command.
1683	Only a party leader can choose the option to leave a channel.
1684	A Clan War can not be declared against a clan that is being dissolved.
1685	You are unable to equip this item when your PK count is greater or equal to one.
1686	Stones and mortar tumble to the earth - the castle wall has taken damage!
1687	This area cannot be entered while mounted atop of a Wyvern.  You will be dismounted from your Wyvern if you do not leave!
1688	You cannot enchant while operating a Private Store or Private Workshop.
1689	$c1 is already registered on the class match waiting list.
1690	$c1 is already registered on the waiting list for the non-class-limited individual match event.
1691	$c1% does not meet the participation requirements.
1692	$c1% does not meet the participation requirements.
1693	You may not observe a Grand Olympiad Games match while you are on the waiting list.
1694	Only a clan leader that is a Noblesse can view the Siege War Status window during a siege war.
1695	You can only use that during a Siege War!
1696	Your accumulated play time is $s1.
1697	Your accumulated play time has reached Fatigue level, so you will receive experience or item drops at only 50 percent [...]
1698	Your accumulated play time has reached Ill-health level, so you will no longer gain experience or item drops. [...}
1699	You cannot dismiss a party member by force.
1700	You don't have enough spiritshots needed for a pet/servitor.
1701	You don't have enough soulshots needed for a pet/servitor.
1702	$s1 is using a third party program.
1703	The previous investigated user is not using a third party program
1704	Please close the setup window for your private manufacturing store
1705	PC Bang Points acquisition period. Points acquisition period left $s1 hour.
1706	PC Bang Points use period. Points acquisition period left $s1 hour.
1707	You acquired $s1 PC Bang Point.
1708	Double points! You acquired $s1 PC Bang Point.
1709	You are using $s1 point.
1710	You are short of accumulated points.
1711	PC Bang Points use period has expired.
1712	The PC Bang Points accumulation period has expired.
1713	The games may be delayed due to an insufficient number of players waiting.
1714	Current Location: $s1, $s2, $s3 (Near the Town of Schuttgart)
1715	This is a Peaceful Zone
1716	Altered Zone
1717	Siege War Zone
1718	General Field
1719	Seven Signs Zone
1720	---
1721	Combat Zone
1722	Please enter the name of the item you wish to search for.
1723	Please take a moment to provide feedback about the petition service.
1724	A servitor whom is engaged in battle cannot be de-activated.
1725	You have earned $s1 raid point(s).
1726	$s1 has disappeared because its time period has expired.
1727	$c1 has invited you to a party room. Do you accept?
1728	The recipient of your invitation did not accept the party matching invitation.
1729	You cannot join a Command Channel while teleporting.
1730	To establish a Clan Academy, your clan must be Level 5 or higher. 
1731	Only the leader can create a Clan Academy.
1732	To create a Clan Academy, a Blood Mark is needed.
1733	You do not have enough adena to create a Clan Academy.
1734	To join a Clan Academy, characters must be Level 40 or below, 
1735	$s1 does not meet the requirements to join a Clan Academy.
1736	The Clan Academy has reached its maximum enrollment.
1737	Your clan has not established a Clan Academy but is eligible to do so.
1738	Your clan has already established a Clan Academy.
1739	Would you like to create a Clan Academy?
1740	Please enter the name of the Clan Academy.
1741	Congratulations! The $s1's Clan Academy has been created.
1742	A message inviting $s1 to join the Clan Academy is being sent.
1743	To open a Clan Academy, the leader of a Level 5 clan or above must pay XX Proofs of Blood or a certain amount of adena.
1744	There was no response to your invitation to join the Clan Academy, so the invitation has been rescinded.
1745	The recipient of your invitation to join the Clan Academy has declined.
1746	You have already joined a Clan Academy.
1747	$s1 has sent you an invitation to join the Clan Academy belonging to the $s2 clan. Do you accept?
1748	Clan Academy member $s1 has successfully completed the 2nd class 
1749	Congratulations! You will now graduate from the Clan Academy and leave your current clan. As a graduate of the academy, you can immediately join a clan as a regular member without being subject to any penalties.
1750	$c1% does not meet the participation requirements. The owner of $s2 cannot participate in the Olympiad.
1751	The Grand Master has given you a commemorative item.
1752	Since the clan has received a graduate of the Clan Academy, it has earned $s1 points towards its reputation score.
1753	The clan leader has decreed that that particular privilege cannot be granted to a Clan Academy member.
1754	That privilege cannot be granted to a Clan Academy member.
1755	$s2 has been designated as the apprentice of clan member $s1.
1756	Your apprentice, $s1, has logged in.
1757	Your apprentice, $c1, has logged out.
1758	Your sponsor, $c1, has logged in.
1759	Your sponsor, $c1, has logged out.
1760	Clan member $c1's name title has been changed to $2.
1761	Clan member $c1's privilege level has been changed to $s2.
1762	You do not have the right to dismiss an apprentice.
1763	$s2, clan member $c1's apprentice, has been removed.
1764	This item can only be worn by a member of the Clan Academy.
1765	As a graduate of the Clan Academy, you can no longer wear this item.
1766	An application to join the clan has been sent to $c1 in $s2.
1767	An application to join the clan Academy has been sent to $c1.
1768	$c1 has invited you to join the Clan Academy of $s2 clan. Would you like to join?
1769	$c1 has sent you an invitation to join the $s3 Order of Knights under the $s2 clan. Would you like to join?
1770	The clan's reputation score has dropped below 0. The clan may face certain penalties as a result.
1771	Now that your clan level is above Level 5, it can accumulate clan 
1772	Since your clan was defeated in a siege, $s1 points have been 
1773	Since your clan emerged victorious from the siege, $s1 points 
1774	Your clan's newly acquired contested clan hall has added $s1 
1775	Clan member $c1 was an active member of the highest-ranked party 
1776	Clan member $c1 was named a hero. $2s points have been added to your 
1777	You have successfully completed a clan quest. $s1 points have been added to your 
1778	An opposing clan has captured your clan's contested clan hall. $s1 points have 
1779	After losing the contested clan hall, 300 points have been deducted from your 
1780	Your clan has captured your opponent's contested clan hall. $s1 points have 
1781	Your clan has added $1s points to its clan reputation score.
1782	Your clan member $c1 was killed. $s2 points have been deducted from 
1783	For killing an opposing clan member, $s1 points have been deducted 
1784	Your clan has failed to defend the castle. $s1 points have been 
1785	The clan you belong to has been initialized. $s1 points have been 
1786	Your clan has failed to defend the castle. $s1 points have been 
1787	$s1 points have been deducted from the clan's reputation score.
1788	The clan skill $s1 has been added.
1789	Since the Clan Reputation Score has dropped to 0 or lower, your 
1790	The conditions necessary to increase the clan's level have not been met.
1791	The conditions necessary to create a military unit have not been met.
1792	Please assign a manager for your new Order of Knights.
1793	$c1 has been selected as the captain of $s2.
1794	The Knights of $s1 have been created.
1795	The Royal Guard of $s1 have been created.
1796	Your account has been suspended ...
1797	$c1 has been promoted to $s2.
1798	Clan lord privileges have been transferred to $c1.
1799	We are searching for BOT users. Please try again later.
1800	User $c1 has a history of using BOT.
1801	The attempt to sell has failed.
1802	The attempt to trade has failed.
1803	The request to participate in the game cannot be made starting from 10 minutes before the end of the game.
1804	Your account has been suspended ...
1805	Your account has been suspended ...
1806	Your account has been suspended ...
1807	Your account has been suspended ...
1808	Your account has been suspended ...
1809	Your account must be verified. For information on verification procedures,
1810	The refuse invitation state has been activated.
1812	Since the refuse invitation state is currently activated, no invitation can be made
1813	$s1 has $s2 hour(s) of usage time remaining.
1814	$s1 has $s2 minute(s) of usage time remaining.
1815	$s2 was dropped in the $s1 region.
1816	The owner of $s2 has appeared in the $s1 region.
1817	$s2's owner has logged into the $s1 region.
1818	$s1 has disappeared.
1819	An evil is pulsating from $s2 in $s1.
1820	$s1 is currently asleep.
1821	$s2's evil presence is felt in $s1.
1822	$s1 has been sealed.
1823	The registration period for a clan hall war has ended.
1824	You have been registered for a clan hall war. Please move to the left side of
1825	You have failed in your attempt to register for the clan hall war. Please try again.
1826	In $s1 minute(s), the game will begin. All players must hurry and move to the left side of the clan hall's arena.
1827	In $s1 minute(s), the game will begin. All players must, please enter the arena now
1828	In $s1 seconds(s), the game will begin.
1829	The Command Channel is full.
1830	$c1 is not allowed to use the party room invite command. Please update the waiting list.
1831	$c1 does not meet the conditions of the party room. Please update the waiting list.
1832	Only a room leader may invite others to a party room.
1833	All of $s1 will be dropped. Would you like to continue?
1834	The party room is full. No more characters can be invitet in
1835	$s1 is full and cannot accept additional clan members at this time.
1836	You cannot join a Clan Academy because you have successfully completed your 2nd class transfer.
1837	$c1 has sent you an invitation to join the $s3 Royal Guard under the $s2 clan. Would you like to join?
1838	1. The coupon an be used once per character.
1839	2. A used serial number may not be used again.
1840	3. If you enter the incorrect serial number more than 5 times, ...
1841	The clan hall war has been cancelled. Not enough clans have registered.
1842	$c1 wishes to summon you from $s2. Do you accept?
1843	$c1 is engaged in combat and cannot be summoned.
1844	$c1 is dead at the moment and cannot be summoned.
1845	Hero weapons cannot be destroyed.
1846	You are too far away from the Fenrir to mount it.
1847	You caught a fish $s1 in length.
1848	Because of the size of fish caught, you will be registered in the ranking
1849	All of $s1 will be discarded. Would you like to continue?
1850	The Captain of the Order of Knights cannot be appointed.
1851	The Captain of the Royal Guard cannot be appointed.
1852	The attempt to acquire the skill has failed because of an insufficient Clan Reputation Score.
1853	Quantity items of the same type cannot be exchanged at the same time
1854	The item was converted successfully.
1855	Another military unit is already using that name. Please enter a different name.
1856	Since your opponent is now the owner of $s1, the Olympiad has been cancelled.
1857	$c1 is the owner of $s2 and cannot participate in the Olympiad.
1858	$c1 is currently dead and cannot participate in the Olympiad.
1859	You exceeded the quantity that can be moved at one time.
1860	The Clan Reputation Score is too low.
1861	The clan's crest has been deleted.
1862	Clan skills will now be activated since the clan's reputation score is 0 or higher.
1863	$c1 purchased a clan item, reducing the Clan Reputation by $s2 points.
1864	Your pet/servitor is unresponsive and will not obey any orders.
1865	Your pet/servitor is currently in a state of distress.
1866	MP was reduced by $s1.
1867	Your opponent's MP was reduced by $s1.
1868	You cannot exchange an item while it is being used.
1869	$c1 has granted the Command Channel's master party the privilege of item looting.
1870	A Command Channel with looting rights already exists.
1871	Do you want to dismiss $c1 from the clan?
1872	You have $s1 hour(s) and $s2 minute(s) left.
1873	There are $s1 hour(s) and $s2 minute(s) left in the fixed use time for this PC Cafe.
1874	There are $s1 minute(s) left for this individual user.
1875	There are $s1 minute(s) left in the fixed use time for this PC Cafe.
1876	Do you want to leave $s1 clan?
1877	The game will end in $s1 minutes.
1878	The game will end in $s1 seconds.
1879	In $s1 minute(s), you will be teleported outside of the game arena.
1880	In $s1 seconds(s), you will be teleported outside of the game arena.
1881	The preliminary match will begin in $s1 second(s). Prepare yourself.
1882	Characters cannot be created from this server.
1883	There are no offerings I own or I made a bid for.
1884	Enter the PC Room coupon serial number.
1885	This serial number cannot be entered. Please try again in  minute(s).
1886	This serial has already been used.
1887	Invalid serial number. Your attempt to enter the number has failed  time(s).
1888	Invalid serial number. Your attempt to enter the number has failed 5 time(s).
1889	Congratulations! You have received $s1.
1890	Since you have already used this coupon, you may not use this serial number.
1891	You may not use items in a private store or private work shop.
1892	The replay file for the previous version cannot be played.
1893	This file cannot be replayed.
1894	A sub-class cannot be created or changed while you are over your weight limit.
1895	$c1 is in an area which blocks summoning.
1896	$c1 has already been summoned.
1897	$s1 is required for summoning.
1898	 $c1 is currently trading or operating a private store and cannot be summoned.
1899	Your target is in an area which blocks summoning.
1900	$c1 has entered the party room.
1901	$c1 has invited you to enter the party room.
1902	Incompatible item grade. This item cannot be used.
1903	Those of you who have requested NCOTP should run NCOTP by using your cell phone [...]
1904	A sub-class may not be created or changed while a servitor or pet is summoned.
1905	$s2 of $s1 will be replaced with $s4 of $s3.
1906	Select the combat unit
1907	Select the character who will [...]
1908	$c1 in a state which prevents summoning.
1909	Err:510
1910	Graduates: $c1.
1911	You cannot summon players who are currently participating in the Grand Olympiad.
1912	Only those requesting NCOTP should make an entry into this field.
1913	The remaining recycle time for $s1 is $s2 minute(s).
1914	The remaining recycle time for $s1 is $s2 seconds(s).
1915	The game will end in $s1 second(s).
1916	Your Death Penalty is now level $s1.
1917	Your Death Penalty has been lifted.
1918	Your pet is too high level to control.
1919	The Grand Olympiad registration period has ended.
1920	Your account is currently inactive because you have not logged into the game
1921	$s2 hour(s) and $s3 minute(s) have passed since $s1 has killed.
1922	Because $s1 has failed to kill for one full day, it has expired.
1923	Court Magician: The portal has been created!
1924	Current Location: $s1, $s2, $s3 (Near the Primeval Isle)
1925	Due to the affects of the Seal of Strife, it is not possible to summon at this time.
1926	There is no opponent to receive your challenge for a duel.
1927	$c1 has been challenged to a duel.
1928	$c1's party has been challenged to a duel.
1929	$c1 has accepted your challenge to a duel. The duel will begin in a few moments.
1930	You have accepted $c1's challenge to a duel. The duel will begin in a few moments.
1931	$c1 has declined your challenge to a duel.
1932	$c1 has declined your challenge to a duel.
1933	You have accepted $c1's challenge to a party duel. The duel will begin in a few moments.
1934	$s1 has accepted your challenge to duel against their party. The duel will begin in a few moments.
1935	$c1 has declined your challenge to a party duel.
1936	The opposing party has declined your challenge to a duel.
1937	Since the person you challenged is not currently in a party, they cannot duel against your party.
1938	$c1 has challenged you to a duel.
1939	$c1's party has challenged your party to a duel.
1940	You are unable to request a duel at this time.
1941	This is no suitable place to challenge anyone or party to a duel.
1942	The opposing party is currently unable to accept a challenge to a duel.
1943	The opposing party is currently not in a suitable location for a duel.
1944	In a moment, you will be transported to the site where the duel will take place.
1945	The duel will begin in $s1 second(s).
1946	$c1 has challenged you to a duel. Will you accept?
1947	$c1's party has challenged your party to a duel. Will you accept?
1948	The duel will begin in $s1 second(s).
1949	Let the duel begin!
1950	$c1 has won the duel.
1951	$c1's party has won the duel.
1952	The duel has ended in a tie.
1953	Since $c1 was disqualified, $s2 has won.
1954	Since $c1's party was disqualified, $s2's party has won.
1955	Since $c1 withdrew from the duel, $s2 has won.
1956	Since $c1's party withdrew from the duel, $s2's party has won.
1957	Select the item to be augmented.
1958	Select the catalyst for augmentation.
1959	Requires $s1 $s2.
1960	This is not a suitable item.
1961	Gemstone quantity is incorrect.
1962	The item was successfully augmented!
1963	Select the item from which you wish to remove augmentation.
1964	Augmentation removal can only be done on an augmented item.
1965	Augmentation has been successfully removed from your $s1.
1966	Only the clan leader may issue commands.
1967	The gate is firmly locked. Please try again later.
1968	$s1's owner.
1968	Area where $s1 appears.
1970	Once an item is augmented, it cannot be augmented again.
1971	The level of the hardener is too high to be used.
1972	You cannot augment items while a private store or private workshop is in operation.
1973	You cannot augment items while frozen.
1974	You cannot augment items while dead.
1975	You cannot augment items while engaged in trade activities.
1976	You cannot augment items while paralyzed.
1977	You cannot augment items while fishing.
1978	You cannot augment items while sitting down.
1979	$s1's remaining Mana is now 10.
1980	$s1's remaining Mana is now 5.
1981	$s1's remaining Mana is now 1. It will disappear soon.
1982	$s1's remaining Mana is now 0, and the item has disappeared.
1987	$s1
1984	Press the Augment button to begin.
1985	$s1's drop area ($s2)
1986	$s1's owner ($s2)
1984	$s1
1988	The ferry has arrived at Primeval Isle.
1989	The ferry will leave for Rune Harbor after anchoring for three minutes.
1990	The ferry is now departing Primeval Isle for Rune Harbor.
1991	The ferry will leave for Primeval Isle after anchoring for three minutes.
1992	The ferry is now departing Rune Harbor for Primeval Isle.
1993	The ferry from Primeval Isle to Rune Harbor has been delayed.
1994	The ferry from Rune Harbor to Primeval Isle has been delayed.
1995	$s1 channel filtering option
1996	The attack has been blocked.
1997	$c1 is performing a counterattack.
1998	You countered $c1's attack.
1999	$c1 dodges the attack.
2000	You have avoided $c1's attack.
2001	Augmentation failed due to inappropriate conditions.
2002	Trap failed.
2003	You obtained an ordinary material.
2004	You obtained a rare material.
2005	You obtained a unique material.
2006	You obtained the only material of this kind.
2007	Please enter the recipient's name.
2008	Please enter the text.
2009	You cannot exceed 1500 characters.
2009	$s2 $s1
2011	The augmented item cannot be discarded.
2012	$s1 has been activated.
2013	Your seed or remaining purchase amount is inadequate.
2014	You cannot proceed because the manor cannot accept any more crops. All crops
2015	A skill is ready to be used again.
2016	A skill is ready to be used again but its re-use counter time has increased.
2017	$c1 cannot duel because $c1 is currently engaged in a private store or manufacture.
2018	$c1 cannot duel because $c1 is currently fishing.
2019	$c1 cannot duel because $c1's HP or MP is below 50%.
2020	$c1 cannot make a challenge to a duel because $c1 is currently 
2021	$c1 cannot duel because $c1 is currently engaged in battle.
2022	$c1 cannot duel because $c1 is already engaged in a duel.
2023	$c1 cannot duel because $c1 is in a chaotic state.
2024	$c1 cannot duel because $c1 is participating in the Olympiad.
2025	$c1 cannot duel because $c1 is participating in a clan hall war.
2026	$c1 cannot duel because $c1 is participating in a siege war.
2027	$c1 cannot duel because $c1 is currently riding a boat, wyvern, or strider.
2028	$c1 cannot receive a duel challenge because $c1 is too far away.
2029	$c1 is currently teleporting and cannot participate in the Olympiad.
2030	You are currently logging in.
2031	Please wait a moment.
2032	It is not the right time for purchasing the item.
2033	A sub-class cannot be created or changed because you have exceeded your inventory limit.
2034	There are $s1 hour(s) and $s2 minute(s) remaining until the time when the item can be purchased.
2035	There are $s1 minute(s) remaining until the time when the item can be purchased.
2036	Unable to invite because the party is locked.
2037	Unable to create character. You are unable to create a new character on the selected server.
2038	Some Lineage II features have been limited for free trials. 
2039	Some Lineage II features have been limited for free trials. 
2040	Cannot trade items with the targeted user.
2041	Some Lineage II features have been limited for free trials. 
2042	This account has been suspended for non-payment based on the cell phone payment agreement.\\n 
2043	You have exceeded your inventory volume limit and may not take this quest item.
2044	Some Lineage II features have been limited for free trials.
2045	Some Lineage II features have been limited for free trials.
2046	Some Lineage II features have been limited for free trials.
2047	Some Lineage II features have been limited for free trials. 
2048	The shortcut in use conflicts with $s1. Do you wish to reset the conflicting shortcuts
2049	The shortcut will be applied and saved in the server. Will you continue?
2050	$s1 Blood Pledge is trying to display a flag.
2051	You must accept the User Agreement before this account can access Lineage II.
2052	A guardian's consent is required before this account can be used to play Lineage II.
2053	This account has declined the User Agreement or is pending a withdrawl request.
2054	This account has been suspended.
2055	Your account has been suspended from all game services.
2056	Your account has been converted to an integrated account, and is unable to be accessed.
2057	You have blocked $c1.
2058	You are already polymorphed and cannot polymorph again.
2059	The nearby area is too narrow for you to polymorph. Please move
2060	You cannot polymorph into the desired form in water.
2061	You are still under transform penalty and cannot be polymorphed.
2062	You cannot polymorph when you have summoned a servitor/pet.
2063	You cannot polymorph while riding a pet.
2064	You cannot polymorph while under the effect of a special skill
2065	That item cannot be taken off
2066	That weapon cannot perform any attacks.
2067	That weapon cannot use any other skill except the weapon's skill.
2068	You do not have all of the items needed to untrain the enchant skill.
2069	Untrain of enchant skill was successful. Current level of enchant skill $s1 has been decreased by 1.
2070	Untrain of enchant skill was successful. Current level of enchant skill $s1 became 0
